age,job,marital,education,default,balance,day,month,duration,campaign,pdays,previous,poutcome,y,housing,loan
31,blue-collar,married,secondary,no,136,12,may,228,2,267,1,failure,yes,no,no
33,services,married,secondary,no,386,12,may,317,1,181,5,success,yes,no,no
19,student,single,primary,no,608,12,may,236,1,180,2,success,yes,no,no
31,technician,single,secondary,no,1282,12,may,144,1,460,2,failure,no,no,no
24,technician,single,secondary,no,598,12,may,762,1,182,2,success,yes,no,no
23,student,single,unknown,no,2530,12,may,411,1,-1,0,unknown,yes,no,no
29,self-employed,single,tertiary,no,3290,12,may,430,1,50,3,success,yes,no,no
28,admin.,single,secondary,no,4745,12,may,360,1,181,5,success,yes,no,no
31,management,single,tertiary,no,533,12,may,372,1,90,10,success,yes,no,no
50,technician,married,tertiary,no,2611,12,may,177,1,387,2,success,no,no,no
22,student,single,secondary,no,123,12,may,267,2,89,7,success,no,no,no
55,technician,divorced,secondary,no,184,13,may,18,1,-1,0,unknown,no,no,no
34,technician,single,tertiary,no,2838,13,may,620,3,-1,0,unknown,yes,yes,no
54,blue-collar,divorced,primary,no,4401,13,may,414,1,183,2,success,yes,no,no
59,management,married,tertiary,no,138,13,may,106,1,280,4,failure,no,yes,yes
32,unemployed,single,secondary,no,1026,13,may,289,1,-1,0,unknown,yes,yes,no
54,unknown,married,secondary,no,2206,13,may,260,1,91,4,success,yes,no,no
27,self-employed,single,tertiary,no,168,13,may,271,1,182,2,success,no,no,no
77,retired,married,primary,no,3324,13,may,289,1,91,5,success,yes,no,no
40,admin.,married,secondary,no,260,13,may,306,1,181,5,success,yes,yes,no
63,retired,divorced,tertiary,no,0,13,may,263,1,181,2,success,yes,no,no
37,management,married,tertiary,no,2987,13,may,216,1,87,10,success,yes,yes,no
48,blue-collar,married,secondary,no,1230,13,may,328,2,182,3,success,yes,yes,no
27,blue-collar,single,secondary,no,535,13,may,159,1,87,3,success,yes,no,no
28,technician,single,secondary,no,2335,13,may,624,1,-1,0,unknown,yes,no,no
35,management,married,tertiary,no,8000,13,may,331,1,90,3,success,yes,no,no
29,management,single,tertiary,no,-27,13,may,270,1,-1,0,unknown,yes,no,no
68,retired,married,secondary,no,1146,13,may,356,1,71,5,success,yes,no,no
53,blue-collar,single,secondary,no,1004,13,may,393,1,84,1,other,yes,no,no
37,technician,single,tertiary,no,197,13,may,234,1,87,3,success,yes,no,no
65,retired,married,unknown,no,679,13,may,593,2,178,1,success,no,no,no
32,student,single,unknown,no,376,13,may,457,2,178,3,failure,no,no,no
58,admin.,married,secondary,no,169,13,may,336,3,87,5,success,yes,no,no
37,management,married,tertiary,no,393,14,may,567,3,275,4,failure,yes,yes,no
37,admin.,married,tertiary,no,29,14,may,404,2,183,2,other,yes,no,no
63,retired,married,secondary,no,1486,14,may,698,5,316,3,other,no,no,no
34,admin.,married,secondary,no,920,14,may,526,3,179,3,success,yes,no,no
26,services,married,secondary,no,104,14,may,7,1,-1,0,unknown,no,no,no
50,admin.,married,secondary,no,3608,14,may,196,8,182,4,success,yes,yes,no
70,retired,married,secondary,no,1164,14,may,338,3,185,2,failure,no,no,no
50,technician,divorced,secondary,no,0,14,may,109,3,92,3,failure,no,yes,no
56,management,married,primary,no,870,14,may,220,1,179,1,success,yes,no,no
57,retired,married,primary,no,9367,14,may,700,4,92,7,success,yes,no,no
29,unemployed,single,primary,no,1374,14,may,1205,2,178,7,success,yes,no,no
75,retired,married,tertiary,no,6027,14,may,809,1,179,4,success,yes,no,no
50,technician,married,tertiary,no,1830,14,may,318,3,-1,0,unknown,no,no,no
35,technician,married,secondary,no,18,14,may,62,2,-1,0,unknown,no,yes,yes
24,management,single,tertiary,no,1,14,may,396,5,-1,0,unknown,yes,no,no
46,management,married,tertiary,no,349,14,may,466,4,88,3,success,yes,no,no
48,technician,divorced,secondary,no,-63,15,may,7,1,670,5,other,no,no,yes
29,technician,single,tertiary,no,865,17,may,248,3,243,1,failure,no,no,no
54,management,divorced,tertiary,no,2152,17,may,226,3,186,7,other,no,no,no
56,blue-collar,married,secondary,no,448,17,may,556,1,181,2,other,yes,yes,yes
72,retired,married,secondary,no,5715,17,may,1114,1,181,2,success,yes,no,no
74,retired,divorced,tertiary,no,3810,17,may,492,1,-1,0,unknown,no,yes,no
27,student,single,tertiary,no,39,17,may,379,1,258,10,other,yes,no,no
52,management,married,tertiary,no,583,17,may,376,1,181,3,success,yes,no,no
50,admin.,married,secondary,no,2695,17,may,312,2,159,2,other,no,no,no
79,retired,married,primary,no,1058,17,may,564,5,-1,0,unknown,no,no,no
38,management,married,tertiary,no,1276,17,may,272,2,182,3,success,yes,no,no
73,retired,married,secondary,no,2850,17,may,157,2,28,5,failure,no,no,no
33,management,single,tertiary,no,2364,17,may,508,1,-1,0,unknown,yes,no,no
49,admin.,married,secondary,no,209,17,may,26,1,-1,0,unknown,no,no,no
53,admin.,married,secondary,no,53,18,may,387,1,-1,0,unknown,yes,yes,no
64,retired,married,secondary,no,1612,18,may,336,1,89,5,failure,yes,no,no
38,blue-collar,married,secondary,no,4321,18,may,252,1,85,6,failure,no,no,no
27,unknown,single,tertiary,no,6421,18,may,315,3,110,4,failure,no,no,no
84,retired,divorced,primary,no,639,18,may,353,3,-1,0,unknown,yes,no,no
70,retired,divorced,primary,no,4531,18,may,445,1,-1,0,unknown,no,no,no
62,retired,married,secondary,no,3114,18,may,243,2,186,1,success,yes,no,no
41,admin.,married,tertiary,no,1,18,may,327,2,361,3,failure,yes,yes,no
29,admin.,single,secondary,no,1070,19,may,30,1,357,1,other,yes,yes,no
53,technician,married,secondary,no,195,19,may,472,1,90,6,success,yes,yes,no
30,technician,single,secondary,no,3144,19,may,212,2,-1,0,unknown,yes,no,no
58,retired,married,secondary,no,1230,20,may,420,1,87,1,failure,yes,no,no
61,admin.,married,unknown,no,1088,20,may,254,1,359,1,failure,no,yes,no
46,management,single,secondary,no,5993,20,may,165,1,56,3,failure,no,no,no
35,technician,single,tertiary,no,1880,20,may,154,1,-1,0,unknown,yes,no,no
37,management,married,tertiary,no,3236,20,may,291,2,202,5,other,yes,no,no
67,management,married,secondary,no,3240,20,may,129,1,-1,0,unknown,no,no,no
30,technician,single,tertiary,no,780,20,may,339,2,-1,0,unknown,no,yes,no
60,management,married,secondary,no,0,20,may,321,4,87,8,failure,no,no,no
78,retired,married,unknown,no,3208,20,may,351,3,-1,0,unknown,yes,no,no
47,blue-collar,married,secondary,no,1568,21,may,226,3,91,8,success,yes,yes,no
61,technician,married,secondary,no,1191,21,may,214,4,-1,0,unknown,yes,no,no
53,management,married,tertiary,no,1356,21,may,429,1,193,6,failure,no,yes,no
47,admin.,married,secondary,no,368,21,may,403,1,87,6,success,yes,no,no
46,self-employed,married,secondary,no,706,21,may,588,1,386,3,failure,yes,no,no
30,management,single,tertiary,no,499,21,may,145,1,281,3,failure,no,yes,no
51,management,married,tertiary,no,2635,21,may,407,3,74,5,failure,yes,no,no
70,management,married,secondary,no,4,21,may,122,1,85,9,failure,no,no,no
31,blue-collar,single,secondary,no,411,21,may,91,3,361,1,failure,no,no,no
31,unemployed,single,secondary,no,2616,21,may,374,1,185,2,other,yes,no,no
24,unemployed,single,secondary,no,2573,24,may,375,2,-1,0,unknown,yes,no,no
21,student,single,secondary,no,215,24,may,382,1,89,7,success,yes,no,no
71,retired,married,primary,no,3230,24,may,341,2,133,3,failure,yes,no,no
25,self-employed,single,unknown,no,1179,24,may,131,2,95,5,failure,no,no,no
78,retired,married,primary,no,680,24,may,838,1,89,9,failure,no,no,no
49,self-employed,divorced,tertiary,no,3293,24,may,260,1,77,9,failure,no,no,no
52,admin.,single,secondary,no,726,24,may,699,1,378,9,failure,yes,yes,no
27,technician,single,tertiary,no,2781,24,may,168,1,389,1,failure,yes,yes,no
25,student,single,secondary,no,3713,24,may,323,2,353,3,other,yes,no,no
33,services,single,secondary,no,152,25,may,202,2,365,2,success,yes,yes,no
60,technician,married,secondary,no,0,25,may,641,4,-1,0,unknown,yes,no,no
33,management,single,tertiary,no,576,25,may,220,1,111,2,other,no,no,no
28,student,single,secondary,no,1925,25,may,252,1,88,4,failure,yes,no,no
30,admin.,single,secondary,no,265,25,may,681,1,181,2,success,yes,yes,no
29,unemployed,single,tertiary,no,70,25,may,393,1,-1,0,unknown,yes,no,no
28,student,married,secondary,no,0,25,may,201,1,-1,0,unknown,no,no,no
52,management,married,tertiary,no,388,25,may,272,1,-1,0,unknown,yes,no,no
59,management,married,primary,no,1727,25,may,500,4,358,2,failure,yes,no,no
38,technician,married,secondary,no,205,26,may,332,1,-1,0,unknown,yes,no,no
56,management,married,tertiary,no,12356,26,may,410,1,551,5,other,yes,yes,no
33,services,single,secondary,no,2881,26,may,289,1,328,1,success,yes,no,no
31,technician,single,secondary,no,846,26,may,405,3,205,2,failure,yes,no,no
39,management,married,tertiary,no,613,26,may,211,2,391,2,success,no,no,no
40,technician,married,secondary,no,2266,26,may,175,3,89,7,other,yes,no,no
33,management,single,tertiary,no,9317,26,may,267,1,205,3,failure,no,no,no
28,technician,married,secondary,no,742,26,may,236,1,-1,0,unknown,yes,no,no
66,management,married,unknown,no,2149,26,may,135,2,90,11,success,yes,yes,no
29,student,single,tertiary,no,459,26,may,376,1,-1,0,unknown,no,no,no
27,blue-collar,single,tertiary,no,567,26,may,523,3,182,3,success,yes,no,no
32,admin.,single,secondary,no,344,26,may,530,2,-1,0,unknown,yes,no,no
67,retired,married,primary,no,1430,26,may,283,2,135,5,success,yes,no,no
39,unemployed,divorced,secondary,no,265,27,may,93,1,555,2,other,yes,yes,no
46,housemaid,married,secondary,no,38,27,may,181,3,183,1,success,yes,no,no
58,management,married,secondary,no,139,27,may,188,1,161,2,other,no,no,no
29,technician,divorced,secondary,no,124,27,may,125,1,-1,0,unknown,no,no,no
54,retired,married,secondary,no,3538,27,may,820,1,-1,0,unknown,yes,no,no
23,student,single,tertiary,no,691,27,may,1178,1,178,6,success,yes,no,no
47,services,divorced,unknown,no,973,27,may,489,1,479,1,failure,yes,no,no
26,management,single,tertiary,no,531,27,may,57,1,-1,0,unknown,no,no,yes
26,entrepreneur,single,secondary,no,681,27,may,137,1,-1,0,unknown,no,no,yes
28,services,single,tertiary,no,128,27,may,460,1,414,1,failure,yes,no,no
37,management,married,tertiary,no,1967,27,may,774,1,-1,0,unknown,no,yes,no
32,management,married,tertiary,no,500,27,may,24,1,-1,0,unknown,no,yes,no
60,admin.,divorced,secondary,no,162,27,may,74,1,-1,0,unknown,no,no,no
55,services,divorced,secondary,no,379,27,may,275,3,219,2,other,no,no,no
27,admin.,single,secondary,no,1408,27,may,242,2,-1,0,unknown,no,no,no
45,technician,married,secondary,no,1831,27,may,275,2,-1,0,unknown,yes,no,no
63,blue-collar,married,secondary,no,641,27,may,417,2,-1,0,unknown,yes,no,no
60,unemployed,married,secondary,no,1047,27,may,173,3,279,4,success,yes,no,no
29,blue-collar,single,tertiary,no,455,27,may,214,2,36,1,success,yes,no,no
32,admin.,single,secondary,no,554,28,may,101,2,368,5,failure,no,yes,no
29,management,married,tertiary,no,8103,28,may,473,3,-1,0,unknown,yes,no,no
59,retired,married,primary,no,4007,28,may,581,3,63,6,failure,no,no,no
54,technician,married,secondary,no,65,28,may,309,4,93,4,failure,no,no,no
23,student,single,secondary,no,922,28,may,538,2,184,9,failure,yes,no,no
33,services,single,unknown,no,523,28,may,86,1,-1,0,unknown,yes,yes,no
48,housemaid,married,secondary,no,0,28,may,270,5,-1,0,unknown,yes,no,no
39,technician,married,tertiary,no,108,28,may,589,3,28,2,other,no,no,no
26,student,single,secondary,no,4613,28,may,663,3,196,2,other,yes,no,no
34,management,married,tertiary,no,813,28,may,114,3,-1,0,unknown,no,yes,no
28,student,single,tertiary,no,118,31,may,85,2,35,5,other,no,no,no
83,retired,divorced,primary,no,0,31,may,664,1,77,3,success,no,no,no
33,management,married,tertiary,no,1388,31,may,158,1,202,3,failure,no,yes,no
26,technician,single,tertiary,no,515,31,may,775,1,-1,0,unknown,yes,no,no
55,unemployed,married,primary,no,1212,31,may,178,1,-1,0,unknown,no,no,no
26,unemployed,single,secondary,no,1064,31,may,113,1,-1,0,unknown,no,no,no
41,entrepreneur,married,tertiary,no,70,31,may,14,1,557,1,failure,no,no,no
55,admin.,married,secondary,no,8304,1,jun,201,1,-1,0,unknown,yes,no,no
57,management,divorced,unknown,no,2986,1,jun,1563,1,166,3,success,no,no,no
30,admin.,married,secondary,no,0,1,jun,318,1,-1,0,unknown,yes,no,no
36,technician,married,secondary,no,1368,1,jun,516,1,292,5,failure,yes,no,no
33,admin.,single,tertiary,no,272,1,jun,326,1,237,2,failure,yes,yes,no
28,blue-collar,single,secondary,no,-46,1,jun,154,2,91,12,success,yes,yes,no
65,retired,divorced,primary,no,1840,1,jun,383,2,188,5,failure,no,no,no
33,unemployed,single,secondary,no,427,1,jun,12,1,-1,0,unknown,no,no,no
28,services,single,secondary,no,168,1,jun,347,3,140,2,success,yes,no,no
70,retired,married,primary,no,2346,1,jun,421,1,97,6,success,no,no,no
51,management,married,tertiary,no,176,1,jun,8,1,687,2,failure,no,yes,yes
21,student,single,unknown,no,200,1,jun,8,1,-1,0,unknown,no,no,no
44,unemployed,married,secondary,no,317,1,jun,4,1,-1,0,unknown,no,yes,yes
31,management,single,tertiary,no,515,1,jun,296,5,-1,0,unknown,yes,no,no
28,management,single,tertiary,no,223,1,jun,303,1,278,3,success,yes,yes,no
28,blue-collar,single,secondary,no,75,1,jun,7,1,-1,0,unknown,no,no,no
32,management,married,tertiary,no,1402,1,jun,52,1,557,2,failure,no,no,no
45,management,divorced,tertiary,no,0,1,jun,5,1,-1,0,unknown,no,no,no
36,self-employed,single,tertiary,no,134,1,jun,36,1,-1,0,unknown,no,no,yes
34,technician,single,secondary,no,1087,1,jun,7,1,-1,0,unknown,no,no,no
29,blue-collar,married,secondary,no,3310,2,jun,344,2,117,2,failure,no,no,no
49,admin.,single,tertiary,no,228,2,jun,407,1,92,1,success,yes,yes,no
27,blue-collar,single,tertiary,no,644,2,jun,657,1,182,1,success,yes,no,no
28,admin.,married,secondary,no,330,2,jun,226,2,182,4,success,yes,no,no
37,admin.,divorced,tertiary,no,4708,2,jun,238,1,181,2,success,yes,no,no
54,management,divorced,tertiary,no,496,2,jun,161,1,140,3,success,no,no,no
65,admin.,married,secondary,no,952,2,jun,310,1,-1,0,unknown,yes,no,no
31,technician,single,secondary,no,90,4,jun,35,1,-1,0,unknown,no,no,yes
27,blue-collar,single,primary,no,268,4,jun,32,1,-1,0,unknown,no,no,no
62,management,married,tertiary,no,5008,4,jun,139,2,-1,0,unknown,no,no,no
30,technician,single,secondary,no,1165,4,jun,204,2,183,3,success,yes,no,no
39,housemaid,divorced,secondary,no,70,4,jun,346,2,128,8,success,no,no,no
26,technician,single,tertiary,no,1066,4,jun,112,1,50,1,success,no,no,no
62,management,married,tertiary,no,0,4,jun,106,1,64,3,failure,no,yes,yes
30,management,married,tertiary,no,1288,7,jun,6,1,-1,0,unknown,no,no,no
33,technician,single,tertiary,no,172,7,jun,13,1,-1,0,unknown,no,no,no
51,management,married,tertiary,no,0,7,jun,302,1,-1,0,unknown,yes,no,no
56,admin.,married,secondary,no,699,7,jun,54,1,-1,0,unknown,no,no,no
22,services,single,secondary,no,361,7,jun,140,4,367,2,failure,no,no,no
68,retired,married,unknown,no,3701,8,jun,149,1,-1,0,unknown,no,no,no
38,admin.,married,secondary,no,0,8,jun,187,1,181,2,success,yes,yes,no
36,technician,divorced,secondary,no,2823,8,jun,215,1,371,6,failure,yes,yes,no
35,management,single,tertiary,no,3544,8,jun,380,1,-1,0,unknown,yes,yes,no
23,student,single,tertiary,no,508,8,jun,544,1,-1,0,unknown,no,no,no
63,retired,divorced,secondary,no,1490,8,jun,506,1,-1,0,unknown,yes,no,no
39,services,married,secondary,no,1970,8,jun,30,1,404,2,success,no,yes,no
59,blue-collar,married,secondary,no,448,8,jun,198,1,651,7,other,no,no,no
34,admin.,married,secondary,no,592,8,jun,49,1,-1,0,unknown,no,yes,no
49,management,divorced,tertiary,no,1405,8,jun,29,1,-1,0,unknown,no,no,no
59,management,married,tertiary,no,101,9,jun,29,1,686,2,failure,no,no,yes
63,retired,married,primary,no,48,9,jun,251,1,-1,0,unknown,yes,no,no
34,management,married,tertiary,no,158,9,jun,190,1,92,9,success,yes,no,no
36,services,married,secondary,no,4721,9,jun,150,1,92,5,success,yes,no,no
31,management,married,tertiary,no,877,9,jun,192,1,93,7,other,yes,no,no
28,management,single,tertiary,no,187,9,jun,206,1,92,1,success,yes,no,no
80,retired,married,secondary,no,8304,9,jun,712,1,64,12,failure,yes,no,no
39,blue-collar,married,secondary,no,276,9,jun,334,2,-1,0,unknown,yes,no,no
34,services,divorced,secondary,no,44,9,jun,118,1,-1,0,unknown,no,no,no
83,retired,married,tertiary,no,4761,9,jun,294,2,93,1,success,no,no,no
31,management,single,tertiary,no,147,9,jun,163,2,92,3,success,yes,no,no
39,services,married,secondary,no,323,9,jun,874,2,188,6,failure,yes,no,no
50,admin.,married,secondary,no,2971,9,jun,722,2,-1,0,unknown,no,no,no
27,admin.,single,secondary,no,240,9,jun,46,1,-1,0,unknown,no,yes,yes
50,technician,single,tertiary,no,2,10,jun,2389,1,-1,0,unknown,no,no,no
30,blue-collar,single,secondary,no,799,13,jun,674,1,-1,0,unknown,yes,no,no
73,retired,married,primary,no,508,14,jun,154,4,97,1,success,no,no,no
67,retired,married,unknown,no,2540,14,jun,278,5,116,4,other,yes,no,no
29,blue-collar,single,secondary,no,322,14,jun,434,1,96,6,other,yes,no,no
36,management,married,tertiary,no,495,14,jun,187,1,94,9,success,yes,no,no
24,student,single,unknown,no,358,14,jun,245,1,384,1,other,yes,no,no
58,management,married,tertiary,no,256,14,jun,508,1,186,4,success,no,no,no
30,technician,single,secondary,no,2371,14,jun,661,1,384,2,other,yes,no,no
21,student,single,unknown,no,53,14,jun,270,1,-1,0,unknown,yes,no,no
27,admin.,single,unknown,no,861,14,jun,212,4,-1,0,unknown,yes,no,no
56,admin.,married,secondary,no,602,14,jun,458,1,130,8,success,yes,no,no
66,admin.,married,secondary,no,4041,14,jun,713,2,-1,0,unknown,yes,no,no
28,unemployed,single,secondary,no,304,14,jun,516,1,-1,0,unknown,no,no,no
71,retired,divorced,primary,no,275,14,jun,293,1,425,1,success,yes,no,no
26,services,single,tertiary,no,12,14,jun,563,1,181,10,failure,yes,no,no
30,unemployed,single,tertiary,no,4082,14,jun,215,1,459,17,other,no,no,no
30,admin.,married,secondary,no,166,14,jun,30,1,-1,0,unknown,no,no,no
31,management,married,tertiary,no,1126,14,jun,20,1,-1,0,unknown,no,no,no
31,management,single,tertiary,no,938,14,jun,472,1,384,3,failure,no,no,no
31,management,single,tertiary,no,4533,14,jun,262,3,98,3,other,no,no,no
62,retired,married,primary,no,1742,14,jun,167,2,98,6,other,yes,no,no
32,self-employed,single,tertiary,no,46,14,jun,485,2,-1,0,unknown,yes,yes,no
68,retired,divorced,primary,no,2027,15,jun,619,2,92,2,success,yes,no,no
37,admin.,married,tertiary,no,3221,15,jun,379,2,376,13,other,yes,no,no
27,management,single,tertiary,no,1720,15,jun,910,1,224,3,success,yes,no,no
59,retired,divorced,primary,no,1194,15,jun,132,4,389,2,failure,no,yes,no
35,technician,married,secondary,no,294,15,jun,238,6,98,5,success,no,yes,no
45,technician,single,tertiary,no,2033,15,jun,243,5,285,2,success,yes,no,no
51,admin.,married,tertiary,no,0,15,jun,177,4,99,2,success,no,yes,yes
76,self-employed,married,unknown,no,4984,15,jun,126,3,48,2,success,no,no,no
27,management,single,tertiary,no,2786,15,jun,270,2,377,3,success,no,no,no
64,retired,married,secondary,no,3189,15,jun,208,1,-1,0,unknown,yes,no,no
28,management,single,tertiary,no,2725,16,jun,292,1,504,1,failure,yes,no,no
48,technician,divorced,secondary,no,1290,16,jun,58,1,-1,0,unknown,no,no,no
38,student,divorced,tertiary,no,2946,16,jun,605,3,-1,0,unknown,yes,no,no
66,housemaid,married,primary,no,1230,16,jun,288,6,181,3,success,yes,no,no
30,management,single,tertiary,no,572,17,jun,339,3,183,2,success,yes,no,no
38,blue-collar,married,primary,no,1630,17,jun,101,3,94,19,other,no,yes,no
39,technician,single,secondary,no,1435,17,jun,383,1,296,19,other,yes,no,no
24,technician,single,secondary,no,403,17,jun,247,1,-1,0,unknown,yes,no,no
30,services,divorced,secondary,no,436,17,jun,1720,1,-1,0,unknown,yes,yes,no
24,unemployed,married,secondary,no,6,17,jun,21,1,-1,0,unknown,no,no,no
75,retired,married,primary,no,962,17,jun,344,1,-1,0,unknown,no,no,no
63,retired,married,secondary,no,23047,17,jun,530,1,139,2,other,no,no,no
49,technician,married,tertiary,no,1071,17,jun,169,1,-1,0,unknown,yes,no,no
34,management,married,tertiary,no,3301,17,jun,485,2,227,4,failure,yes,yes,no
36,admin.,married,secondary,no,1031,17,jun,282,4,-1,0,unknown,yes,no,no
46,blue-collar,married,secondary,no,1723,17,jun,176,2,52,7,failure,yes,no,no
32,technician,single,tertiary,no,705,17,jun,544,1,-1,0,unknown,yes,no,no
52,blue-collar,married,secondary,no,955,17,jun,301,2,134,4,success,yes,no,yes
53,entrepreneur,married,tertiary,no,1961,18,jun,91,2,185,1,success,no,no,no
71,retired,married,secondary,no,29941,18,jun,80,1,71,3,other,no,no,no
25,blue-collar,single,secondary,no,303,18,jun,252,1,92,1,success,yes,no,no
60,management,married,primary,no,8334,18,jun,143,1,49,7,other,no,no,no
29,management,single,tertiary,no,1431,18,jun,201,4,-1,0,unknown,no,no,no
50,admin.,married,secondary,no,100,18,jun,23,1,-1,0,unknown,no,yes,no
20,student,single,secondary,no,153,21,jun,100,1,-1,0,unknown,yes,no,no
46,services,married,secondary,no,0,22,jun,154,1,124,1,other,no,yes,no
61,retired,married,secondary,no,2011,22,jun,292,1,578,2,failure,no,no,no
57,management,divorced,tertiary,no,3287,22,jun,867,1,84,3,success,yes,no,no
32,admin.,single,secondary,no,131,22,jun,522,1,183,2,success,yes,yes,no
52,management,married,unknown,no,1708,23,jun,193,1,145,3,failure,no,no,no
32,management,married,tertiary,no,913,23,jun,883,1,674,4,failure,no,yes,no
64,retired,divorced,primary,no,109,23,jun,706,1,225,2,success,yes,no,no
33,management,single,tertiary,no,224,23,jun,342,2,107,2,success,yes,no,no
30,blue-collar,single,secondary,no,315,23,jun,1407,1,-1,0,unknown,yes,no,no
36,management,single,tertiary,no,538,23,jun,339,1,183,5,success,yes,no,no
32,technician,married,tertiary,no,903,23,jun,181,1,320,1,other,no,yes,no
59,management,married,tertiary,no,5397,23,jun,671,3,-1,0,unknown,yes,no,no
34,student,single,unknown,no,5969,23,jun,442,2,292,10,failure,no,no,no
25,student,single,secondary,no,1957,24,jun,1207,4,385,1,failure,yes,no,no
43,services,married,secondary,no,774,24,jun,482,1,91,2,success,yes,no,no
75,retired,married,secondary,no,468,24,jun,316,1,-1,0,unknown,no,no,no
37,self-employed,single,tertiary,no,1188,24,jun,310,1,-1,0,unknown,yes,no,no
24,student,single,unknown,no,1082,24,jun,185,1,-1,0,unknown,no,no,no
35,management,married,tertiary,no,1870,24,jun,134,1,386,1,failure,no,yes,no
30,technician,single,secondary,no,254,24,jun,167,3,416,2,unknown,no,yes,yes
27,management,single,tertiary,no,6791,24,jun,136,5,94,30,failure,no,no,no
31,technician,married,tertiary,no,3338,24,jun,122,2,185,2,success,no,yes,no
21,student,single,unknown,no,762,24,jun,288,1,-1,0,unknown,no,no,no
40,technician,married,secondary,no,697,24,jun,220,2,219,2,other,no,no,no
53,blue-collar,married,unknown,no,960,24,jun,180,1,687,2,other,no,no,yes
37,admin.,divorced,secondary,no,450,24,jun,15,1,-1,0,unknown,no,yes,yes
37,admin.,single,secondary,no,16,24,jun,11,1,-1,0,unknown,no,no,no
26,student,single,secondary,no,696,24,jun,22,1,-1,0,unknown,no,no,no
46,blue-collar,married,primary,no,67,24,jun,9,1,-1,0,unknown,no,no,no
49,management,married,tertiary,no,1167,25,jun,213,6,150,8,failure,yes,yes,yes
42,technician,divorced,tertiary,no,2611,25,jun,300,1,389,3,failure,yes,yes,no
27,blue-collar,single,secondary,no,3145,25,jun,374,1,179,2,success,yes,no,no
57,unemployed,married,secondary,no,1350,25,jun,131,1,388,1,failure,no,no,no
30,technician,single,secondary,no,938,25,jun,171,1,141,3,other,no,no,no
45,technician,married,tertiary,no,1818,25,jun,427,1,142,5,success,no,yes,yes
57,technician,married,secondary,no,363,25,jun,195,6,-1,0,unknown,no,no,no
33,management,single,tertiary,no,794,25,jun,12,1,-1,0,unknown,no,no,no
29,technician,single,secondary,no,825,25,jun,472,2,-1,0,unknown,yes,no,no
27,student,single,secondary,no,833,25,jun,359,5,-1,0,unknown,no,no,no
37,technician,married,tertiary,no,122,25,jun,266,2,318,3,other,yes,no,no
30,blue-collar,single,primary,no,185,26,jun,11,1,-1,0,unknown,no,no,no
35,management,married,tertiary,no,358,27,jun,18,1,-1,0,unknown,no,no,no
34,services,married,unknown,no,746,27,jun,32,1,-1,0,unknown,no,no,no
72,retired,married,primary,no,0,28,jun,348,6,94,6,failure,no,no,no
31,services,single,secondary,no,334,28,jun,54,1,-1,0,unknown,no,no,no
47,management,single,tertiary,no,334,28,jun,614,3,94,9,success,yes,yes,no
38,management,single,tertiary,no,623,28,jun,297,4,144,4,other,yes,no,no
48,management,single,tertiary,no,86,28,jun,281,3,186,6,other,yes,no,no
36,management,married,tertiary,no,1790,28,jun,132,3,392,2,other,no,yes,no
55,housemaid,divorced,primary,no,976,28,jun,345,1,94,3,other,yes,no,no
39,technician,single,tertiary,no,393,28,jun,325,1,94,1,success,yes,no,no
49,admin.,single,secondary,no,293,28,jun,452,1,-1,0,unknown,yes,no,no
26,management,single,tertiary,no,222,28,jun,247,1,63,2,success,yes,no,no
37,services,single,secondary,no,23,28,jun,197,1,182,1,failure,no,yes,no
68,retired,divorced,primary,no,476,28,jun,363,1,-1,0,unknown,yes,no,no
31,student,single,tertiary,no,4951,28,jun,150,3,-1,0,unknown,no,no,no
22,student,single,secondary,no,10971,28,jun,181,2,-1,0,unknown,no,no,no
45,management,married,unknown,no,2724,28,jun,359,2,182,1,success,yes,no,no
57,unknown,married,primary,no,1884,28,jun,133,4,-1,0,unknown,no,no,no
67,retired,married,primary,no,2391,28,jun,737,6,186,10,other,yes,no,no
22,housemaid,single,secondary,no,1796,28,jun,369,3,-1,0,unknown,yes,no,no
60,retired,married,secondary,no,11,29,jun,265,1,586,2,failure,yes,no,no
31,blue-collar,single,secondary,no,54,29,jun,401,1,-1,0,unknown,yes,yes,no
60,retired,married,secondary,no,2060,29,jun,135,4,95,4,failure,no,no,no
58,blue-collar,married,primary,no,3109,29,jun,295,1,287,4,success,yes,no,no
41,admin.,married,secondary,no,3126,29,jun,222,1,91,7,failure,yes,yes,no
47,admin.,married,secondary,no,0,29,jun,238,1,139,4,failure,no,no,yes
23,services,single,secondary,no,488,29,jun,205,1,91,3,success,yes,no,no
30,student,single,secondary,no,314,29,jun,189,1,204,6,success,no,no,no
39,management,married,tertiary,no,2939,29,jun,385,1,165,2,success,no,no,no
35,unemployed,married,secondary,no,978,29,jun,660,2,182,6,success,yes,no,no
33,management,single,tertiary,no,718,29,jun,271,1,84,3,success,yes,yes,no
29,student,single,secondary,no,808,29,jun,189,1,362,1,other,no,no,no
33,management,single,tertiary,no,3143,29,jun,421,2,-1,0,unknown,yes,no,no
45,technician,married,tertiary,no,2699,29,jun,264,4,-1,0,unknown,no,yes,no
50,technician,married,tertiary,no,5114,29,jun,286,2,153,2,other,no,no,no
32,technician,divorced,tertiary,no,3255,29,jun,167,2,-1,0,unknown,yes,no,no
44,blue-collar,single,secondary,no,276,29,jun,13,1,411,6,failure,no,yes,no
